imageId,plane_type,image_path,split
181,B2,D:\Study\fly\experiments\VLP2_3000\B2\181.jpg,train
182,B2,D:\Study\fly\experiments\VLP2_3000\B2\182.jpg,train
183,B2,D:\Study\fly\experiments\VLP2_3000\B2\183.jpg,train
184,B2,D:\Study\fly\experiments\VLP2_3000\B2\184.jpg,train
185,B2,D:\Study\fly\experiments\VLP2_3000\B2\185.jpg,train
186,B2,D:\Study\fly\experiments\VLP2_3000\B2\186.jpg,train
187,B2,D:\Study\fly\experiments\VLP2_3000\B2\187.jpg,train
188,B2,D:\Study\fly\experiments\VLP2_3000\B2\188.jpg,train
189,B2,D:\Study\fly\experiments\VLP2_3000\B2\189.jpg,train
19,B2,D:\Study\fly\experiments\VLP2_3000\B2\19.jpg,train
190,B2,D:\Study\fly\experiments\VLP2_3000\B2\190.jpg,train
191,B2,D:\Study\fly\experiments\VLP2_3000\B2\191.jpg,train
192,B2,D:\Study\fly\experiments\VLP2_3000\B2\192.jpg,train
193,B2,D:\Study\fly\experiments\VLP2_3000\B2\193.jpg,train
194,B2,D:\Study\fly\experiments\VLP2_3000\B2\194.jpg,train
195,B2,D:\Study\fly\experiments\VLP2_3000\B2\195.jpg,train
196,B2,D:\Study\fly\experiments\VLP2_3000\B2\196.jpg,train
197,B2,D:\Study\fly\experiments\VLP2_3000\B2\197.jpg,train
198,B2,D:\Study\fly\experiments\VLP2_3000\B2\198.jpg,train
199,B2,D:\Study\fly\experiments\VLP2_3000\B2\199.jpg,train
B2_1,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_1.jpg,train
B2_10,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_10.jpg,train
B2_100,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_100.jpg,train
B2_101,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_101.jpg,train
B2_102,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_102.jpg,train
B2_103,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_103.jpg,train
B2_104,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_104.jpg,train
B2_105,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_105.jpg,train
B2_106,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_106.jpg,train
B2_107,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_107.jpg,train
B2_108,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_108.jpg,train
B2_109,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_109.jpg,train
B2_11,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_11.jpg,train
B2_110,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_110.jpg,train
B2_111,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_111.jpg,train
B2_113,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_113.jpg,train
B2_114,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_114.jpg,train
B2_115,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_115.jpg,train
B2_116,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_116.jpg,train
B2_117,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_117.jpg,train
B2_118,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_118.jpg,train
B2_119,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_119.jpg,train
B2_12,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_12.jpg,train
B2_120,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_120.jpg,train
B2_121,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_121.jpg,train
B2_122,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_122.jpg,train
B2_123,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_123.jpg,train
B2_124,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_124.jpg,train
B2_125,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_125.jpg,train
B2_126,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_126.jpg,train
B2_127,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_127.jpg,train
B2_128,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_128.jpg,train
B2_129,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_129.jpg,train
B2_13,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_13.jpg,train
B2_130,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_130.jpg,train
B2_131,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_131.jpg,train
B2_132,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_132.jpg,train
B2_133,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_133.jpg,train
B2_134,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_134.jpg,train
B2_135,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_135.jpg,train
B2_136,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_136.jpg,train
B2_137,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_137.jpg,train
B2_138,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_138.jpg,train
B2_14,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_14.jpg,train
B2_140,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_140.jpg,train
B2_141,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_141.jpg,train
B2_142,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_142.jpg,train
B2_143,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_143.jpg,train
B2_144,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_144.jpg,train
B2_145,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_145.jpg,train
B2_146,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_146.jpg,train
B2_147,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_147.jpg,train
B2_148,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_148.jpg,train
B2_149,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_149.jpg,train
B2_15,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_15.jpg,train
B2_150,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_150.jpg,train
B2_151,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_151.jpg,train
B2_152,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_152.jpg,train
B2_153,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_153.jpg,train
B2_154,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_154.jpg,train
B2_155,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_155.jpg,train
B2_156,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_156.jpg,train
B2_157,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_157.jpg,train
B2_158,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_158.jpg,train
B2_159,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_159.jpg,train
B2_16,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_16.jpg,train
B2_160,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_160.jpg,train
B2_161,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_161.jpg,train
B2_162,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_162.jpg,train
B2_163,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_163.jpg,train
B2_164,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_164.jpg,train
B2_165,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_165.jpg,train
B2_166,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_166.jpg,train
B2_167,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_167.jpg,train
B2_168,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_168.jpg,train
B2_169,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_169.jpg,train
B2_17,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_17.jpg,train
B2_170,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_170.jpg,train
B2_171,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_171.jpg,train
B2_172,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_172.jpg,train
B2_173,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_173.jpg,train
B2_174,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_174.jpg,train
B2_175,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_175.jpg,train
B2_176,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_176.jpg,train
B2_177,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_177.jpg,train
B2_178,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_178.jpg,train
B2_179,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_179.jpg,train
B2_18,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_18.jpg,train
B2_180,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_180.jpg,train
B2_182,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_182.jpg,train
B2_183,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_183.jpg,train
B2_184,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_184.jpg,train
B2_185,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_185.jpg,train
B2_186,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_186.jpg,train
B2_187,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_187.jpg,train
B2_188,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_188.jpg,train
B2_189,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_189.jpg,train
B2_19,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_19.jpg,train
B2_190,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_190.jpg,train
B2_191,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_191.jpg,train
B2_192,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_192.jpg,valid
B2_193,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_193.jpg,valid
B2_194,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_194.jpg,valid
B2_195,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_195.jpg,valid
B2_196,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_196.jpg,valid
B2_197,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_197.jpg,valid
B2_199,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_199.jpg,valid
B2_2,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_2.jpg,valid
B2_20,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_20.jpg,valid
B2_200,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_200.jpg,valid
B2_21,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_21.jpg,valid
B2_24,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_24.jpg,valid
B2_25,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_25.jpg,valid
B2_26,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_26.jpg,valid
B2_27,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_27.jpg,valid
B2_28,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_28.jpg,valid
B2_29,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_29.jpg,valid
B2_3,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_3.jpg,valid
B2_31,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_31.jpg,valid
B2_32,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_32.jpg,valid
B2_33,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_33.jpg,valid
B2_34,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_34.jpg,valid
B2_35,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_35.jpg,valid
B2_36,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_36.jpg,valid
B2_37,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_37.jpg,valid
B2_38,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_38.jpg,valid
B2_39,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_39.jpg,valid
B2_4,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_4.jpg,valid
B2_40,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_40.jpg,valid
B2_42,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_42.jpg,valid
B2_43,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_43.jpg,test
B2_45,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_45.jpg,test
B2_46,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_46.jpg,test
B2_47,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_47.jpg,test
B2_48,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_48.jpg,test
B2_49,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_49.jpg,test
B2_5,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_5.jpg,test
B2_50,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_50.jpg,test
B2_51,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_51.jpg,test
B2_52,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_52.jpg,test
B2_53,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_53.jpg,test
B2_54,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_54.jpg,test
B2_55,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_55.jpg,test
B2_56,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_56.jpg,test
B2_57,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_57.jpg,test
B2_58,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_58.jpg,test
B2_59,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_59.jpg,test
B2_6,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_6.jpg,test
B2_60,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_60.jpg,test
B2_61,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_61.jpg,test
B2_62,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_62.jpg,test
B2_63,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_63.jpg,test
B2_64,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_64.jpg,test
B2_66,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_66.jpg,test
B2_67,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_67.jpg,test
B2_68,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_68.jpg,test
B2_69,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_69.jpg,test
B2_7,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_7.jpg,test
B2_70,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_70.jpg,test
B2_71,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_71.jpg,test
B2_72,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_72.jpg,test
B2_73,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_73.jpg,test
B2_74,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_74.jpg,test
B2_75,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_75.jpg,test
B2_76,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_76.jpg,test
B2_77,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_77.jpg,test
B2_78,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_78.jpg,test
B2_79,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_79.jpg,test
B2_8,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_8.jpg,test
B2_80,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_80.jpg,test
B2_81,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_81.jpg,test
B2_82,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_82.jpg,test
B2_83,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_83.jpg,test
B2_84,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_84.jpg,test
B2_85,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_85.jpg,test
B2_86,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_86.jpg,test
B2_87,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_87.jpg,test
B2_88,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_88.jpg,test
B2_89,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_89.jpg,test
B2_9,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_9.jpg,test
B2_90,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_90.jpg,test
B2_91,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_91.jpg,test
B2_92,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_92.jpg,test
B2_93,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_93.jpg,test
B2_94,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_94.jpg,test
B2_95,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_95.jpg,test
B2_96,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_96.jpg,test
B2_97,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_97.jpg,test
B2_98,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_98.jpg,test
B2_99,B2,D:\Study\fly\experiments\VLP2_3000\B2\B2_99.jpg,test
1_1,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_1.jpg,train
1_10,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_10.jpg,train
1_100,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_100.jpg,train
1_101,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_101.jpg,train
1_102,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_102.jpg,train
1_103,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_103.jpg,train
1_104,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_104.jpg,train
1_105,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_105.jpg,train
1_106,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_106.jpg,train
1_107,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_107.jpg,train
1_108,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_108.jpg,train
1_109,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_109.jpg,train
1_11,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_11.jpg,train
1_110,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_110.jpg,train
1_111,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_111.jpg,train
1_112,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_112.jpg,train
1_113,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_113.jpg,train
1_114,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_114.jpg,train
1_115,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_115.jpg,train
1_116,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_116.jpg,train
1_117,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_117.jpg,train
1_118,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_118.jpg,train
1_119,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_119.jpg,train
1_12,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_12.jpg,train
1_120,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_120.jpg,train
1_121,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_121.jpg,train
1_122,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_122.jpg,train
1_123,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_123.jpg,train
1_124,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_124.jpg,train
1_125,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_125.jpg,train
1_13,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_13.jpg,train
1_14,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_14.jpg,train
1_15,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_15.jpg,train
1_16,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_16.jpg,train
1_17,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_17.jpg,train
1_18,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_18.jpg,train
1_19,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_19.jpg,train
1_2,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_2.jpg,train
1_20,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_20.jpg,train
1_21,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_21.jpg,train
1_22,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_22.jpg,train
1_23,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_23.jpg,train
1_24,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_24.jpg,train
1_25,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_25.jpg,train
1_26,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_26.jpg,train
1_27,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_27.jpg,train
1_28,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_28.jpg,train
1_29,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_29.jpg,train
1_3,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_3.jpg,train
1_30,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_30.jpg,train
1_31,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_31.jpg,train
1_32,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_32.jpg,train
1_33,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_33.jpg,train
1_34,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_34.jpg,train
1_35,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_35.jpg,train
1_36,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_36.jpg,train
1_37,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_37.jpg,train
1_38,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_38.jpg,train
1_39,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_39.jpg,train
1_4,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_4.jpg,train
1_40,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_40.jpg,train
1_41,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_41.jpg,train
1_42,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_42.jpg,train
1_43,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_43.jpg,train
1_44,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_44.jpg,train
1_45,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_45.jpg,train
1_46,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_46.jpg,train
1_47,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_47.jpg,train
1_48,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_48.jpg,train
1_49,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_49.jpg,train
1_5,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_5.jpg,train
1_50,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_50.jpg,train
1_51,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_51.jpg,train
1_52,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_52.jpg,train
1_53,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_53.jpg,train
1_54,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_54.jpg,train
1_55,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_55.jpg,train
1_56,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_56.jpg,train
1_57,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_57.jpg,train
1_58,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_58.jpg,train
1_59,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_59.jpg,train
1_6,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_6.jpg,train
1_60,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_60.jpg,train
1_61,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_61.jpg,train
1_62,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_62.jpg,train
1_63,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_63.jpg,train
1_64,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_64.jpg,train
1_65,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_65.jpg,train
1_66,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_66.jpg,train
1_67,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_67.jpg,train
1_68,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_68.jpg,train
1_69,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_69.jpg,train
1_7,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_7.jpg,train
1_70,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_70.jpg,train
1_71,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_71.jpg,train
1_72,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_72.jpg,train
1_73,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_73.jpg,train
1_74,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_74.jpg,train
1_75,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_75.jpg,train
1_76,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_76.jpg,train
1_77,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_77.jpg,train
1_78,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_78.jpg,train
1_79,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_79.jpg,train
1_8,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_8.jpg,train
1_80,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_80.jpg,train
1_81,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_81.jpg,train
1_82,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_82.jpg,train
1_83,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_83.jpg,train
1_84,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_84.jpg,train
1_85,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_85.jpg,train
1_86,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_86.jpg,train
1_87,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_87.jpg,train
1_88,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_88.jpg,train
1_89,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_89.jpg,train
1_9,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_9.jpg,train
1_90,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_90.jpg,train
1_91,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_91.jpg,train
1_92,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_92.jpg,train
1_93,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_93.jpg,train
1_94,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_94.jpg,train
1_95,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_95.jpg,train
1_96,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_96.jpg,train
1_97,B52,D:\Study\fly\experiments\VLP2_3000\B52\1_97.jpg,train
